Lat,Lon
40.7259,-74.0091
40.7547,-73.9858
40.7451,-73.9868
40.7743,-73.8724
40.7517,-73.9939
40.7466,-74.0073
40.7217,-74.0043
40.7189,-74.0086
40.7613,-73.9788
40.6443,-73.7822
40.7761,-73.9817
40.7384,-73.9856
40.7603,-73.9815
40.7254,-73.999
40.8332,-73.9446
40.7357,-74.0068
40.7367,-73.978
40.7492,-73.9766
40.7436,-73.9878
40.9485,-73.987
40.6451,-73.777
40.6345,-74.0256
40.6458,-73.7767
40.7606,-73.975
40.7736,-73.8713
40.7187,-73.9976
40.7223,-73.9887
40.7403,-73.9903
40.6443,-73.7821
40.7381,-74.0054
40.7424,-73.9969
40.7388,-74.0081
40.7494,-73.9918
40.7763,-73.9456
40.7214,-73.9975
40.7272,-73.9827
40.7404,-73.9841
40.6464,-73.7901
40.7063,-74.0083
40.8069,-73.9648
40.7712,-73.9566
40.7578,-73.9793
40.7656,-73.9837
40.6445,-73.7816
40.7491,-73.9939
40.6465,-73.79
40.6441,-73.7838
40.7499,-73.9951
40.7647,-73.7715
40.7108,-74.0008
40.774,-73.9608
40.7283,-73.982
40.6448,-73.7826
40.709,-74.0113
40.7576,-73.9759
40.6976,-73.9162
40.7222,-73.9935
40.7607,-73.9786
40.6446,-73.7823
40.7552,-73.9684
40.6949,-74.178
40.7641,-73.9866
40.7625,-73.9743
40.7528,-73.9889
40.6878,-74.1814
40.7342,-73.9899
40.7185,-73.9832
40.7606,-73.9744
40.5452,-74.3361
40.7084,-74.0048
40.7084,-74.0048
40.7181,-74.015
40.6448,-73.7825
40.7135,-73.9588
40.7443,-73.9903
40.7584,-73.9815
40.7739,-73.8716
40.7479,-73.9872
40.7027,-74.0123
40.7218,-73.9582
40.7143,-73.9989
40.7217,-74.0041
40.6443,-73.7821
40.669,-73.9866
40.7652,-73.9785
40.7949,-73.9421
40.7093,-74.0823
40.7422,-74.0042
40.7445,-73.9907
40.7807,-73.9497
40.7683,-73.9887
40.7613,-73.9855
40.7612,-73.9873
40.6444,-73.7821
40.737,-73.9887
40.7435,-73.9843
40.6869,-73.9546
40.6449,-73.7823
40.646,-73.7768
40.7489,-73.9871
40.7585,-73.9708
40.7627,-73.9895
40.7535,-73.9724
40.7158,-74.009
40.7594,-73.9725
40.7165,-74.0096
40.7163,-73.9895
40.7216,-73.9977
40.7203,-73.9893
40.74,-74.0061
40.6443,-73.7821
40.6878,-74.1816
40.6448,-73.7825
40.7179,-74.0071
40.704,-73.9301
40.7216,-73.9921
40.6448,-73.7827
40.6451,-73.7821
40.6449,-73.7822
40.7598,-73.9763
40.7432,-73.9955
40.7453,-73.9868
40.7253,-74.0034
40.7265,-73.9958
40.7534,-73.9872
40.7516,-73.9863
40.7338,-74.0029
40.7126,-73.9379
40.6448,-73.7826
40.7146,-74.0072
40.7441,-73.9877
40.6445,-73.7832
40.7177,-74.0055
40.72,-74.0103
40.7047,-74.0089
40.6449,-73.7826
40.7199,-73.9833
40.7636,-73.9755
40.6439,-73.7833
40.6443,-73.7835
40.7309,-73.9836
40.7301,-73.9754
40.7499,-74.0025
40.6449,-73.7822
40.7593,-73.9751
40.7409,-74.0055
40.6448,-73.7825
40.7482,-74.0057
40.7548,-73.9799
40.7559,-73.9867
40.7671,-73.9956
40.7633,-73.9748
40.7633,-73.9748
40.7591,-73.9723
40.6444,-73.7818
40.6954,-74.1777
40.7663,-73.9818
40.6925,-73.9369
40.743,-73.9931
40.7261,-73.9961
40.7247,-73.9482
40.7599,-73.9786
40.7112,-74.0053
40.7588,-73.9797
40.7635,-73.9751
40.7034,-73.9914
40.645,-73.7818
40.6451,-73.7815
40.7143,-74.0101
40.7198,-74.0042
40.6445,-73.7832
40.731,-73.9797
40.7419,-73.9895
40.7515,-73.9838
40.7414,-73.9868
40.7387,-73.9999
40.7275,-73.987
40.7114,-73.9664
40.7551,-73.9946
40.7707,-73.9944
40.7272,-73.9843
40.6449,-73.7822
40.6955,-74.1783
40.7638,-73.9733
40.7515,-73.9725
40.7607,-73.9784
40.8207,-73.9566
40.7602,-73.981
40.7636,-73.9754
40.7386,-73.9858
40.6951,-74.1787
40.6951,-74.1787
40.718,-73.992
40.8053,-73.9654
40.6879,-74.1825
40.645,-73.7818
40.7164,-74.0341
40.719,-73.9903
40.7318,-73.9898
40.7221,-73.95
40.7142,-74.0147
40.7621,-73.9788
40.7382,-74.0096
40.703,-73.9867
40.7231,-73.999
40.759,-73.9725
40.7456,-73.9915
40.6878,-74.1822
40.7443,-73.9992
40.7285,-74.0044
40.7177,-73.95
40.6609,-73.8986
40.7567,-73.9945
40.7409,-74.0051
40.7582,-73.9819
40.7343,-73.9862
40.7441,-74.0068
40.7212,-74.0003
40.7421,-74.0039
40.7435,-73.9922
40.6878,-74.1814
40.7578,-73.9697
40.758,-74.0395
40.7218,-73.9921
40.6449,-73.7824
41.0509,-73.5372
40.7381,-74.0051
40.7441,-73.9877
40.7627,-73.9783
40.7273,-73.9938
40.7061,-74.0161
40.7692,-73.9694
40.7237,-74.005
40.7484,-74.0019
40.7332,-73.9828
40.7026,-73.9268
40.7206,-74.0023
40.7356,-74.0069
40.7311,-73.9859
40.6457,-73.7767
40.7162,-73.9509
40.7439,-74.0065
40.7438,-73.9879
40.761,-73.9709
40.7507,-74.0036
40.7258,-73.9904
40.7441,-73.988
40.7314,-74.0014
40.7584,-73.9719
40.7438,-73.9879
40.7324,-74.0038
40.7164,-73.9509
40.6877,-74.1818
40.7437,-73.9881
40.7413,-74.0022
40.7284,-73.9817
40.7509,-73.9784
40.744,-73.9877
40.7439,-73.9878
40.7168,-74.0122
40.8331,-73.9445
40.7582,-73.9727
40.71,-74.0091
40.7543,-73.9987
40.7665,-73.9883
40.7535,-73.9809
40.7502,-74.0024
40.714,-74.0149
40.6995,-73.9523
40.7408,-74.0076
40.9094,-73.7835
40.7309,-73.9799
40.7287,-74.0003
40.7142,-73.9626
40.7278,-73.9823
40.7639,-73.971
40.771,-73.917
40.7295,-73.9896
40.7198,-74.0053
40.7412,-74.0078
40.7203,-74.0022
40.6468,-73.7897
40.7643,-73.987
40.7612,-73.969
40.6465,-73.7899
40.6464,-73.7897
40.748,-73.9794
40.7443,-73.9876
40.7492,-73.9903
40.6813,-73.8726
40.7595,-73.9678
40.8514,-73.9331
40.7537,-73.9682
40.6467,-73.7892
40.7332,-73.9753
40.755,-73.9866
40.6837,-73.9404
40.7217,-73.992
40.7638,-73.9759
40.7213,-73.9923
40.7666,-73.9516
40.7611,-73.9785
40.723,-73.9987
40.7141,-73.9987
40.7508,-74.0056
40.7645,-73.9829
40.7548,-73.983
40.7547,-73.9858
40.7343,-73.9784
40.7609,-73.979
40.7715,-73.9606
40.7645,-73.9733
40.7211,-73.957
40.7621,-73.976
40.8146,-73.9404
40.7301,-73.9977
41.0215,-73.6407
40.7685,-73.9869
40.745,-73.9918
40.7259,-73.9945
40.7591,-73.9727
40.6995,-73.9373
40.7243,-73.9848
40.783,-73.957
40.783,-73.957
40.7406,-74.0087
40.7679,-73.963
40.75,-74.0024
40.7536,-73.989
40.747,-73.9967
40.7367,-73.9907
40.7028,-74.0131
40.7085,-74.0049
40.7324,-74.0017
40.742,-74.0056
40.7556,-73.9865
40.7419,-73.9905
40.6836,-73.9562
40.7548,-73.9862
40.7548,-73.9856
40.7548,-73.9856
40.752,-74.0047
41.0431,-73.8624
40.7127,-73.9376
40.742,-74.0056
40.7553,-73.9869
40.7334,-74.0063
40.7409,-74.0075
40.7575,-73.9688
40.7674,-73.8895
40.7075,-73.945
40.7408,-74.0076
40.7464,-73.9941
40.7508,-73.9822
40.7624,-73.9767
40.7546,-73.9863
40.7549,-73.9864
40.7419,-74.0036
40.7548,-73.9861
40.7555,-73.9863
40.7237,-73.9509
40.767,-73.9537
40.6998,-73.9381
40.7745,-73.9798
40.7745,-73.9798
40.7341,-74.0039
40.7679,-73.9916
40.6734,-73.9494
40.7349,-74.0434
40.7551,-73.9945
40.8007,-73.9682
40.7736,-73.9472
40.7513,-73.9409
41.0477,-73.54
40.8078,-73.9321
40.7272,-74.0581
40.7596,-73.9726
40.7331,-73.9999
40.7484,-73.9884
40.6473,-73.9746
40.7334,-73.999
40.7284,-73.9997
40.7405,-73.9928
40.7517,-73.8858
40.7145,-74.0153
40.9221,-73.8715
40.7419,-74.0035
40.7419,-74.0035
40.7775,-73.9467
40.7735,-73.9494
40.7331,-73.9984
40.7513,-73.9717
40.7362,-73.9919
40.7202,-73.9983
40.7219,-73.992
40.6778,-73.9505
40.7275,-73.9444
40.6911,-73.9864
40.6519,-73.9632
40.6893,-73.9869
40.668,-73.9485
40.7321,-73.9946
40.7189,-73.9927
40.6863,-73.924
40.7036,-74.0115
40.7052,-73.9304
40.7787,-73.9564
40.7082,-74.0176
40.7495,-73.9918
40.7159,-74.0119
40.679,-74.1941
40.7102,-73.9634
40.7547,-73.9661
40.7382,-73.9874
40.7194,-73.9997
40.7272,-73.9856
40.7318,-73.9954
40.7246,-73.9936
40.7643,-73.9831
40.6899,-73.9313
40.7386,-73.9803
41.0207,-73.6426
40.727,-74.0041
40.7548,-73.9856
40.7717,-73.9829
40.7289,-73.9992
40.7348,-74.0036
40.7076,-74.0044
40.7454,-74.0045
40.7156,-73.9898
40.764,-73.9784
40.7828,-73.9794
40.7445,-73.9967
40.7467,-73.9846
40.7438,-73.989
40.7396,-73.9772
40.7191,-74.0026
40.7448,-73.9895
40.7677,-73.983
40.7677,-73.983
40.7268,-73.9963
40.7614,-73.9995
40.7729,-73.9579
40.7554,-73.9837
40.7349,-73.9945
40.7688,-73.9553
40.7795,-73.9778
40.7505,-74.002
40.7281,-73.9992
40.7275,-73.9449
40.7409,-74.0076
40.7904,-73.9459
40.7608,-73.9863
40.7608,-73.9863
40.7218,-73.9922
40.7625,-73.9924
40.7144,-74.038
40.7144,-74.038
40.7607,-73.9735
40.7202,-74.0085
40.7457,-73.9782
40.7109,-74.0058
40.7548,-73.986
40.8228,-73.9476
40.7256,-73.9453
40.761,-73.9691
40.7211,-74.0043
40.8276,-73.9454
40.7859,-73.9709
40.7624,-73.9785
40.747,-73.9906
40.7381,-74.0077
40.7088,-74.0008
40.7389,-74.0333
40.7363,-74.0429
40.7425,-73.9919
40.7074,-74.0041
40.7842,-73.9489
40.7179,-74.0143
40.7565,-73.9925
40.7467,-74.0018
40.776,-73.9616
40.7218,-73.9921
40.7425,-73.9919
40.8086,-73.9523
40.7459,-74.002
40.7415,-73.9962
40.7436,-73.8889
40.7785,-73.9836
40.6943,-73.9929
40.683,-73.9718
40.82,-74.2166
40.7556,-73.9919
40.8036,-73.6998
40.705,-74.0123
40.742,-74.0037
40.7899,-73.9742
40.722,-74.0042
40.7404,-73.9848
40.699,-74.1877
40.7679,-73.9916
40.7615,-73.9741
40.7597,-73.9843
40.7138,-73.8299
40.7073,-74.0074
40.7659,-73.969
40.7592,-73.9613
40.7441,-73.984
40.7562,-73.9931
40.7217,-73.9921
40.7497,-73.9916
40.7556,-73.9818
40.7381,-74.0095
40.7251,-73.9794
40.7624,-73.9768
40.7226,-74.0046
40.7441,-73.9821
40.6686,-73.9885
40.7418,-74.0039
40.7299,-73.9868
40.7523,-73.974
40.7886,-73.9669
40.7169,-74.0122
40.745,-73.9861
40.7744,-73.9798
40.7752,-73.9555
40.7867,-73.9806
40.788,-73.9737
40.7425,-74.037
40.6878,-73.9971
40.7599,-73.9881
40.7335,-74.0081
40.7383,-73.9858
40.7454,-74.0352
40.6767,-73.9995
40.748,-74.0028
40.7515,-73.994
40.7563,-73.9662
40.7409,-74.0075
40.6923,-73.9707
40.797,-73.9709
40.7762,-73.9499
40.7333,-73.9988
40.7503,-73.9773
40.7209,-74.0041
40.6585,-73.9748
40.7594,-73.9633
40.7538,-73.9774
40.6819,-73.685
40.6724,-73.953
40.751,-74.0419
40.716,-74.0104
40.7278,-73.9506
40.7195,-73.839
40.7324,-73.9543
40.727,-74.0077
40.7301,-73.994
40.711,-74.0061
40.7245,-74.0044
40.739,-74.0064
40.7398,-73.9855
40.6559,-73.9427
40.7444,-73.9994
40.7702,-73.9805
40.7628,-73.9798
40.7655,-73.9759
40.7222,-73.8836
40.751,-73.9695
40.758,-73.9892
40.7071,-74.0174
40.7071,-74.0174
40.7084,-74.0005
40.7577,-73.9758
40.6898,-73.9803
40.7461,-73.9829
40.7848,-73.9702
40.7077,-74.01
40.7194,-73.9989
40.764,-73.9787
40.7529,-73.9733
40.8037,-73.9521
40.7515,-73.7522
40.7642,-73.979
40.6677,-73.7867
40.7603,-73.9891
40.7323,-73.9901
40.6937,-73.9832
40.7219,-74.0074
40.7914,-73.9523
40.7583,-73.967
40.7355,-73.9941
40.8016,-73.9565
40.7654,-73.9622
40.7654,-73.9622
40.6602,-73.9784
40.7637,-73.9689
40.7181,-73.9978
40.7231,-73.9989
40.737,-73.996
40.7642,-73.9828
40.7293,-73.986
40.7328,-73.9861
40.7827,-73.9794
40.6012,-73.9694
40.7077,-73.9395
40.7469,-74.0078
40.7459,-73.9882
40.7705,-73.9623
40.7488,-73.9925
40.6781,-73.945
40.7443,-73.9917
40.7663,-73.9916
40.7425,-73.9977
40.7634,-73.9792
40.7191,-73.9641
40.7091,-74.0079
40.77,-73.9857
40.7668,-73.9794
40.758,-73.9894
40.7139,-73.9639
40.7196,-74.0085
40.7196,-74.0085
40.7961,-73.9324
40.7451,-74.0038
40.726,-73.9872
40.7272,-74.0059
40.7365,-73.9933
40.7381,-73.9984
40.7045,-74.0095
40.7226,-73.9942
40.7555,-73.9662
40.7852,-73.9712
40.7693,-73.959
40.8508,-73.9343
40.7754,-73.9639
40.7679,-73.9563
40.7388,-74.0089
40.743,-73.9804
40.7119,-73.9592
40.7137,-73.9987
40.7576,-73.9748
40.7124,-74.0091
40.7553,-73.9723
40.6812,-73.9763
40.7438,-73.9927
40.7225,-73.9888
40.7358,-73.956
40.7753,-73.9904
40.7954,-73.976
40.7299,-74.0037
40.7355,-73.8449
40.7824,-73.9766
40.7254,-73.9468
40.7196,-73.958
40.6871,-73.9707
40.7528,-73.9658
40.7698,-73.9843
40.7023,-73.9835
40.7068,-74.0051
40.754,-73.9773
40.754,-73.9773
40.776,-73.944
40.7828,-73.9711
40.7079,-74.0088
40.7562,-73.9936
40.7381,-74.009
40.7217,-73.9945
40.6421,-73.9545
40.7625,-73.9964
40.7179,-73.9463
40.7585,-73.9935
40.7261,-74.0026
40.742,-73.9982
40.7421,-73.9985
40.7283,-74.0007
40.7574,-73.9696
40.7382,-74.0089
40.7459,-73.9554
40.7481,-73.982
40.7436,-73.9727
40.7426,-73.9572
40.6848,-73.9634
40.7177,-73.9952
40.6882,-73.9867
40.7572,-73.9625
40.7291,-73.9772
40.7786,-73.9837
40.7316,-73.9968
40.7608,-73.9994
40.7304,-73.9825
40.8672,-73.928
40.6822,-73.7552
40.7238,-74.0111
40.734,-73.9524
40.7529,-73.975
40.7425,-74.0029
40.7236,-74.0109
40.7258,-73.954
40.7111,-74.0057
40.744,-73.9817
40.7205,-73.997
40.7205,-73.997
40.6927,-73.9708
40.7513,-73.9851
40.7768,-73.977
40.7754,-73.9565
40.7438,-73.9879
40.7695,-73.9621
40.6827,-73.7815
40.7407,-74.0049
40.7356,-74.0028
40.7583,-73.965
40.7465,-74.0032
40.7191,-73.9955
40.7686,-73.9698
40.7321,-74.0001
40.7827,-73.9728
40.7566,-73.9672
40.7236,-74.011
40.7362,-74.0034
40.6853,-73.9785
40.7656,-73.9629
40.7143,-74.0118
40.716,-74.0039
40.6714,-73.9735
40.7459,-73.9553
40.747,-73.9894
40.753,-74.0039
40.7529,-73.9911
40.7647,-73.9958
40.6535,-73.9366
40.6535,-73.9366
40.7343,-74.0062
40.8504,-73.9187
40.7701,-73.9553
40.7709,-73.982
40.7833,-73.9801
40.72,-74.0025
40.7091,-73.9689
40.6935,-73.989
40.7574,-73.9843
40.6821,-73.9909
40.7202,-73.9969
40.7071,-74.0137
40.6962,-73.9138
40.7608,-73.961
40.7349,-74.0061
40.7232,-73.5771
40.6954,-74.178
40.7617,-73.9825
40.7155,-74.012
40.7355,-74.0077
40.7692,-73.9203
40.7233,-74.0631
40.7332,-74.0007
40.7456,-73.9876
40.7176,-74.0109
40.6862,-73.9892
40.7137,-73.9796
40.7634,-73.9789
40.7497,-74.176
40.7253,-74.0012
40.7081,-74.0144
40.7726,-73.9586
40.7441,-73.9745
40.7509,-74.002
40.689,-73.9842
40.6727,-73.9656
40.7609,-73.9965
40.7701,-73.9553
40.7302,-74.0029
40.7259,-73.947
40.7167,-74.0164
40.7363,-74.0077
40.6943,-73.9974
40.7424,-74.0034
40.7,-73.948
40.7882,-73.9781
40.7183,-73.954
40.7181,-74.0048
40.7181,-74.0048
40.7103,-74.011
40.7636,-73.9787
40.7605,-73.9873
40.7592,-73.9886
40.7455,-73.9946
40.7211,-74.005
40.7238,-74.0035
40.7426,-73.9825
40.8148,-74.2099
40.7231,-73.9445
40.7203,-74.0022
40.6711,-73.9797
40.7101,-74.001
40.7115,-73.9954
40.707,-74.0134
40.6915,-73.9844
40.7164,-74.0065
40.762,-73.982
40.6831,-73.9628
40.8093,-73.9237
40.7572,-73.9736
40.7395,-73.9765
40.7558,-73.9922
40.8204,-73.9437
40.7336,-74.0078
40.7218,-73.9579
40.7708,-73.9632
40.7483,-74.0014
40.7093,-73.9616
40.7187,-74.0092
40.7084,-74.0066
40.7679,-73.9599
40.8309,-74.1027
40.756,-73.9822
40.7137,-73.9631
40.7456,-73.9724
40.7762,-73.9603
40.7637,-73.9658
40.7979,-73.9735
40.7198,-73.9999
40.8028,-73.9447
40.7712,-73.9895
40.7521,-73.9813
40.7611,-73.9617
40.7291,-73.9889
40.7207,-73.9802
40.7174,-74.0035
40.7756,-73.9545
40.7519,-74.0011
40.7797,-73.9783
40.6951,-73.9928
40.7417,-74.003
40.7583,-73.9217
40.7064,-74.0076
40.7706,-73.903
40.7578,-73.9856
40.7219,-73.9579
40.7323,-73.9896
40.7899,-73.9757
40.7587,-73.9614
40.7139,-73.9494
40.7115,-73.9632
40.6927,-73.9687
40.7409,-73.9729
40.7286,-73.9985
40.7051,-73.9446
40.7587,-73.9614
40.7382,-74.0056
40.7115,-73.9625
40.7568,-73.9741
40.6862,-73.9643
40.7638,-73.985
40.7445,-73.9991
40.727,-73.9783
40.7647,-73.9188
40.7737,-73.9487
40.7757,-73.9526
40.7092,-73.9691
40.6449,-73.7821
40.721,-74.0043
40.7631,-73.9634
40.7457,-73.9935
40.7752,-73.9834
40.7166,-73.9618
40.6708,-73.9774
40.7762,-73.9577
40.6978,-73.985
40.7202,-73.9992
40.7175,-74.0035
40.7082,-73.9528
40.7169,-73.9503
40.7472,-73.9898
40.7563,-73.9699
40.591,-73.7343
40.672,-73.9591
40.6739,-73.9824
40.6895,-73.977
40.7198,-74.0034
40.8024,-73.3912
40.7289,-73.9883
40.7556,-73.974
40.774,-73.9824
40.7388,-74.0027
40.7213,-74.0036
40.7609,-74.0005
40.7984,-73.9729
40.6413,-73.9625
40.7652,-73.9715
40.6326,-73.9318
40.7781,-73.9749
40.7208,-73.9567
40.7645,-73.9655
40.7485,-73.9569
40.7222,-73.9873
40.7018,-73.9181
40.6888,-73.96
40.6742,-73.9768
40.7055,-74.0164
40.7439,-73.9856
40.7666,-73.9784
40.709,-74.0169
40.745,-73.9618
40.7341,-73.9988
40.6415,-73.7888
40.7118,-73.8378
40.761,-73.9614
40.7357,-73.9968
40.7747,-73.9654
40.6829,-73.9911
40.7612,-73.9995
40.778,-73.9761
40.6458,-73.7768
40.7462,-73.9771
40.6944,-73.9514
40.7771,-73.954
40.6883,-73.9784
40.6684,-73.9777
40.6774,-74.0144
40.7048,-73.9199
40.7643,-73.9958
40.6992,-73.9313
40.7415,-73.6097
40.7768,-73.9522
40.7672,-73.9535
40.7095,-74.0178
40.7505,-74.0247
40.7592,-74.0234
40.7363,-74.0076
40.7205,-74.0019
40.7291,-74.0024
40.734,-73.9868
40.8895,-73.7939
40.6939,-73.9926
40.7158,-74.0035
40.7826,-73.9533
40.7122,-73.9628
40.738,-74.0082
40.7256,-73.9938
40.7197,-73.9868
40.7197,-73.9868
40.7331,-73.9958
40.6867,-74.1932
40.721,-73.9924
40.7471,-73.9029
40.7557,-73.9925
40.7824,-73.9768
40.6896,-73.9288
40.7402,-74.0058
40.7451,-73.9746
40.7681,-73.9568
40.787,-73.9564
40.7859,-73.9548
40.7484,-74.0057
40.6832,-73.9916
40.6416,-73.7889
40.7524,-73.9669
40.7078,-74.006
40.7449,-73.9772
40.7449,-73.9772
40.7909,-73.9535
40.7593,-73.9652
40.7067,-74.0155
40.7554,-73.992
40.698,-73.9336
40.6951,-74.1784
40.7388,-74.0083
40.7111,-73.9586
40.7265,-73.8893
40.7577,-73.9858
40.7206,-73.9853
40.7705,-73.9857
40.732,-73.9965
40.7051,-74.0106
40.7316,-74.0015
40.7566,-73.9984
40.7171,-74.0046
40.7169,-74.0134
40.8117,-73.9519
40.7628,-73.9826
40.7639,-73.9689
40.7566,-73.993
40.7696,-73.9809
40.7348,-73.9929
40.7232,-74.0028
40.6949,-73.9948
40.7701,-73.9554
40.7365,-74.002
40.7173,-73.9644
40.8448,-73.905
40.7305,-73.9936
40.7593,-73.9751
40.7215,-73.9583
40.6733,-73.9077
40.6733,-73.9077
40.7716,-73.9569
40.7433,-73.9977
40.7438,-74.0063
40.7209,-74.0041
40.7839,-74.1378
40.6953,-73.9703
40.7327,-74.0088
40.7065,-73.9309
40.7763,-73.9599
40.7381,-74.0085
40.7435,-73.9939
40.7776,-73.9812
40.6886,-73.9729
40.7804,-73.9468
40.7804,-73.9468
40.7985,-73.9729
40.7859,-73.9706
40.7242,-73.8555
40.7295,-74.0076
40.7638,-73.9139
41.0569,-73.5464
40.7201,-74.011
40.7934,-73.9757
40.7421,-73.9948
40.7308,-74.0057
40.7267,-73.891
40.7206,-73.9842
40.7747,-73.9911
40.7486,-73.9737
40.7652,-73.9797
40.6957,-74.1783
40.6685,-73.9799
40.7206,-73.9916
40.7418,-73.9921
40.6981,-73.9303
40.7885,-73.9413
40.7216,-74
40.7381,-74.0095
40.7868,-73.9812
40.7728,-73.9538
40.7841,-73.9542
40.6922,-73.9548
40.7548,-73.974
40.7285,-73.9999
40.7802,-73.9876
40.7372,-74.0372
40.7372,-74.0372
40.7912,-73.9651
40.6844,-73.9535
40.6947,-73.9301
40.783,-73.98
